,Unnamed: 0,Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Price to TTM earnings,Price to TTM sales,Price to book value,sector
378,378,SEDG,SolarEdge Technologies Inc,Common stocks,Large cap,Information Technology,"$17,592,309,421",0.00%,101.32,8.96,13.08,IT
379,379,EXPD,Expeditors International Of Washington,Common stocks,Large cap,Industrials,"$17,576,796,720",1.10%,12.46,1.05,5.05,ID
380,380,OMC,Omnicom Group Inc,Common stocks,Large cap,Communication Services,"$17,551,218,069",3.25%,13.25,1.23,4.76,CM
381,381,INCY,Incyte Corp,Common stocks,Large cap,Health Care,"$17,473,623,672",0.00%,18.6,5.85,4.68,HC
382,382,IP,International Paper,Common stocks,Large cap,Materials,"$17,357,927,696",4.06%,10.03,0.9,1.93,M
383,383,DGX,Quest Diagnostics Inc,Common stocks,Large cap,Health Care,"$17,308,997,767",1.71%,8.49,1.6,2.62,HC
384,384,TECH,Bio-Techne Corp,Common stocks,Large cap,Health Care,"$17,181,539,239",0.29%,83.2,16.69,10.29,HC
385,385,BIO,Bio Rad Laboratories Inc Class A,Common stocks,Large cap,Health Care,"$17,171,339,832",0.00%,3.41,5.88,1.06,HC
386,386,FMC,FMC Corp,Common stocks,Large cap,Materials,"$17,115,166,673",1.44%,22.34,3.39,5.43,M
387,387,CLX,Clorox,Common stocks,Large cap,Consumer Staples,"$17,032,465,251",3.28%,69.48,2.41,54.83,CS
388,388,ROL,Rollins Inc,Common stocks,Large cap,Industrials,"$16,921,835,760",1.04%,49.36,6.98,16.0,ID
389,389,DRI,Darden Restaurants Inc,Common stocks,Large cap,Consumer Discretionary,"$16,644,949,587",3.18%,16.51,1.79,7.51,CD
390,390,DISH,Dish Network Corp Class A,Common stocks,Large cap,Communication Services,"$16,489,880,299",0.00%,3.82,0.92,0.59,CM
391,391,CZR,Caesars Entertainment Corp,Common stocks,Large cap,Consumer Discretionary,"$16,461,810,913",0.00%,-17.07,1.74,3.88,CD
392,392,AES,AES Corp,Common stocks,Large cap,Utilities,"$16,451,290,250",2.45%,-41.53,1.48,6.07,U
393,393,NLOK,NortonLifeLock Inc.,Common stocks,Large cap,Information Technology,"$16,396,851,631",1.76%,22.26,0.0,-160.78,IT
394,394,FDS,Factset Research Systems Inc,Common stocks,Large cap,Financials,"$16,303,426,563",0.76%,39.42,9.78,13.59,F
395,395,L,Loews Corp,Common stocks,Large cap,Financials,"$16,217,547,626",0.38%,10.32,1.18,0.91,F
396,396,TFX,Teleflex Inc,Common stocks,Large cap,Health Care,"$16,178,273,778",0.39%,33.53,5.76,4.33,HC
397,397,TXT,Textron Inc,Common stocks,Large cap,Industrials,"$16,166,294,418",0.11%,22.04,1.29,2.41,ID
398,398,CAH,Cardinal Health Inc,Common stocks,Large cap,Health Care,"$16,014,148,458",3.34%,28.76,0.09,15.93,HC
399,399,ATO,Atmos Energy Corp,Common stocks,Large cap,Utilities,"$15,952,567,908",2.20%,23.16,4.6,1.95,U
400,400,KMX,Carmax Inc,Common stocks,Large cap,Consumer Discretionary,"$15,946,485,184",0.00%,13.97,0.54,3.29,CD
401,401,WDC,Western Digital Corp,Common stocks,Large cap,Information Technology,"$15,864,926,731",0.00%,8.15,0.84,1.35,IT
402,402,CAG,Conagra Brands Inc,Common stocks,Large cap,Consumer Staples,"$15,748,476,509",3.64%,14.54,1.4,1.85,CS
403,403,EPAM,Epam Systems Inc,Common stocks,Large cap,Information Technology,"$15,652,405,147",0.00%,36.26,4.16,7.02,IT
404,404,XYL,Xylem Inc,Common stocks,Large cap,Industrials,"$15,624,413,922",1.31%,37.61,3.01,4.99,ID
405,405,HWM,Howmet Aerospace Inc.,Common stocks,Large cap,Industrials,"$15,589,184,163",0.16%,61.55,3.14,4.49,ID
406,406,NVR,"NVR, Inc.",Common stocks,Large cap,Consumer Discretionary,"$15,585,645,436",0.00%,12.9,1.74,5.31,CD
407,407,IRM,Iron Mountain Incorporated,REITs,Large cap,Real Estate,"$15,543,017,053",4.52%,35.45,3.46,18.65,RE
408,408,CE,Celanese Corporation,Common stocks,Large cap,Materials,"$15,535,688,887",1.88%,8.36,1.82,3.77,M
409,409,LNT,Alliant Energy Corp,Common stocks,Large cap,Utilities,"$15,515,987,072",2.61%,23.62,4.23,2.6,U
410,410,EVRG,Evergy Inc,Common stocks,Large cap,Utilities,"$15,356,401,819",3.27%,17.64,2.75,1.68,U
411,411,KIM,Kimco Realty Corporation,REITs,Large cap,Real Estate,"$15,064,765,189",2.84%,19.17,11.04,1.58,RE
412,412,LDOS,Leidos Holdings Inc,Common stocks,Large cap,Industrials,"$14,868,091,501",1.30%,25.28,0.0,3.41,ID
413,413,IEX,IDEX Corp,Common stocks,Large cap,Industrials,"$14,818,355,678",1.11%,33.6,5.36,5.39,ID
414,414,ABMD,Abiomed Inc,Common stocks,Large cap,Health Care,"$14,647,568,322",0.00%,67.97,14.6,10.53,HC
415,415,PKG,Packaging Corp Of America,Common stocks,Large cap,Materials,"$14,540,958,012",2.55%,17.56,1.88,4.06,M
416,416,SJM,J.M. Smucker,Common stocks,Large cap,Consumer Staples,"$14,526,917,292",2.86%,25.47,1.84,1.78,CS
417,417,DPZ,Dominos Pizza Inc,Common stocks,Large cap,Consumer Discretionary,"$14,380,959,949",0.98%,29.09,3.3,-3.53,CD
418,418,AVY,Avery Dennison Corp,Common stocks,Large cap,Materials,"$14,307,028,437",1.56%,19.93,1.7,7.67,M
419,419,CRL,Charles River Laboratories International,Common stocks,Large cap,Health Care,"$14,271,395,766",0.00%,37.57,4.03,5.79,HC
420,420,UAL,United Continental Holdings Inc,Common stocks,Large cap,Industrials,"$14,238,110,922",0.00%,-7.55,0.58,2.95,ID
421,421,EMN,Eastman Chemical,Common stocks,Large cap,Materials,"$14,220,563,873",2.60%,17.1,1.36,2.53,M
422,422,IPG,Interpublic Group Of Companies Inc,Common stocks,Large cap,Communication Services,"$14,186,498,160",3.02%,15.38,1.39,4.16,CM
423,423,CHRW,"C.H. Robinson Worldwide, Inc.",Common stocks,Large cap,Industrials,"$14,167,129,477",1.90%,16.86,0.61,7.04,ID
424,424,JKHY,"Jack Henry & Associates, Inc.",Common stocks,Large cap,Information Technology,"$14,164,468,919",0.96%,41.63,7.59,11.33,IT
425,425,BEN,Franklin Resources Inc,Common stocks,Large cap,Financials,"$14,054,461,564",3.99%,7.58,1.62,1.26,F
426,426,QRVO,"Qorvo, Inc.",Common stocks,Large cap,Information Technology,"$13,972,499,455",0.00%,12.77,3.07,3.06,IT
427,427,APA,Apache Corp,Common stocks,Large cap,Energy,"$13,819,038,703",0.59%,13.67,1.73,-8.91,E
428,428,HST,"Host Hotels & Resorts, Inc",REITs,Large cap,Real Estate,"$13,640,266,834",0.16%,100.39,0.0,2.2,RE
429,429,MKTX,Marketaxess Holdings Inc,Common stocks,Large cap,Financials,"$13,610,912,552",0.74%,52.42,19.47,12.98,F
430,430,NWS,News Corp Class B,Common stocks,Large cap,Communication Services,"$13,335,896,305",0.87%,9.29,1.33,0.55,CM
431,431,NWSA,News Corp Class A,Common stocks,Large cap,Communication Services,"$13,335,896,305",0.89%,18.09,1.33,1.07,CM
432,432,CPB,Campbell Soup,Common stocks,Large cap,Consumer Staples,"$13,320,210,055",3.31%,14.65,1.6,4.03,CS
433,433,NDSN,Nordson Corp,Common stocks,Large cap,Industrials,"$13,242,317,274",0.84%,27.11,5.42,6.08,ID
434,434,VTRS,Viatris Inc.,Common stocks,Large cap,Health Care,"$13,184,381,452",4.08%,-10.66,0.74,0.66,HC
435,435,DISCA,Discovery Communications Inc Series A,Common stocks,Large cap,Communication Services,"$13,031,720,275",0.00%,4.48,1.07,0.39,CM
436,436,DISCK,"Discovery Communications, Inc. - Series C",Common stocks,Large cap,Communication Services,"$13,031,720,275",0.00%,8.63,1.07,0.75,CM
437,437,LKQ,LKQ Corp,Common stocks,Large cap,Consumer Discretionary,"$12,975,610,909",1.10%,12.36,0.99,2.34,CD
438,438,RHI,Robert Half,Common stocks,Large cap,Industrials,"$12,965,756,634",1.33%,22.52,2.01,9.76,ID
439,439,FFIV,F5 Networks Inc,Common stocks,Large cap,Information Technology,"$12,886,817,529",0.00%,38.83,4.83,5.44,IT
440,440,AAP,Advance Auto Parts Inc,Common stocks,Large cap,Consumer Discretionary,"$12,860,429,404",2.12%,21.37,1.17,4.21,CD
441,441,PTC,PTC Inc,Common stocks,Large cap,Information Technology,"$12,724,268,582",0.00%,26.4,6.93,6.75,IT
442,442,CTXS,Citrix Systems Inc,Common stocks,Large cap,Information Technology,"$12,719,746,615",1.09%,41.55,3.95,23.35,IT
443,443,MAS,Masco Corp,Common stocks,Large cap,Industrials,"$12,694,498,258",1.85%,32.13,1.52,-73.59,ID
444,444,UHS,Universal Health Services Inc.,Common stocks,Large cap,Health Care,"$12,692,493,312",0.53%,10.09,1.0,1.64,HC
445,445,NI,Nisource Inc,Common stocks,Large cap,Utilities,"$12,587,204,561",2.85%,24.05,2.57,1.83,U
446,446,WRK,Westrock,Common stocks,Large cap,Materials,"$12,505,315,764",2.05%,14.54,0.65,1.08,M
447,447,CMA,Comerica Inc,Common stocks,Large cap,Financials,"$12,469,520,822",2.82%,10.96,4.62,1.58,F
448,448,HSIC,Henry Schein Inc,Common stocks,Large cap,Health Care,"$12,141,164,528",0.00%,19.28,0.98,3.55,HC
449,449,JNPR,Juniper Networks Inc,Common stocks,Large cap,Information Technology,"$12,042,119,822",2.15%,48.14,2.54,2.82,IT
